Y,X,OBJECTID,ZONE,DESCRIPTIO,Zone_label,General_Zo,SHAPE_Leng,SHAPE_Area,Comy_detec,wd100,wd200,wd300,wd400,wd500,egc100,egc200,egc300,egc400,egc500,betcen100,betcen200,betcen300,betcen400,betcen500
5930617.13086491,1752977.69419521,1375,31,Recreation 1,1,Recreation 1 - 4,407.99520,7948.08763,5,207.72045,1180.53463,3289.45538,10909.37118,21709.69083,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,824.79685,129349.14450,9546.58162,174879.99920
5930537.37863977,1755069.96711158,1376,561,Residential 6A,6A,Residential 1 - 7,811.83794,28625.59782,23,0.00000,990.47856,4270.39748,6454.15052,15456.03110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3158.00000,1357816.58400,18875.33788,322790.74810
5930581.57441485,1752108.48746383,1377,541,Residential 4A,4A,Residential 1 - 7,410.51048,9687.05267,5,0.00000,596.62121,1977.72368,5518.67233,10168.05617,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9640.98263,16487.38654,6514.00839
5930590.34521735,1753521.95820248,1378,55,Residential 5,5,Residential 1 - 7,333.85089,6893.28838,5,0.00000,1638.86720,5072.92864,14359.48445,23742.55322,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,18712.70631,550286.71010,67515.90437,61274.78322
5930596.3076305,1753027.75590014,1379,55,Residential 5,5,Residential 1 - 7,254.08100,2736.25828,5,227.28422,1185.64710,3868.25893,11405.01939,23046.72322,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,824.79685,23224.74839,423796.26140,221333.69560
5930425.78448433,1750693.90746802,1380,82,Rural 2,2,Rural 1 - 4,1381.98671,54722.78284,29,0.00000,373.89891,1866.35785,7120.42139,18139.75817,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,150186.75260,117872.67570,215550.38570
5930480.51977848,1757159.75012971,1381,522,Residential 2B,2B,Residential 1 - 7,2656.39131,110028.32977,21,0.00000,1762.02606,3176.67969,8720.49546,16738.34865,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.74379,3671.39241,57580.83151,15097.97450
5930599.85009986,1752459.52541898,1382,31,Recreation 1,1,Recreation 1 - 4,198.96044,1759.27763,5,188.80453,796.92323,4588.27322,8013.22192,13411.32414,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,37.60000,480423.01080,52547.76996,165914.20860
5930243.29617899,1751370.47957798,1383,625,Area B: Large Lot Residential (Greenhithe),B(G),Structure Plan Area,4164.54823,253661.21911,29,0.00000,476.74837,1069.72068,1746.00626,6333.32435,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.00000,3875.00000,1064781.51700,83772.80965
5930427.34096815,1756310.08007593,1384,32,Recreation 2,2,Recreation 1 - 4,1372.89343,58937.99547,23,0.00000,895.64038,1777.42219,2527.16598,7856.20679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8.00000,79341.36219,444.74698,63615.61934
5930611.78963336,1755506.84239989,1385,561,Residential 6A,6A,Residential 1 - 7,20.58744,16.27842,23,0.00000,269.18302,4317.80489,11604.36128,18891.98344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,134107.94990,258421.89250,57046.40959
5930439.1058265,1756111.4366249,1386,541,Residential 4A,4A,Residential 1 - 7,914.90970,26799.58616,23,0.00000,632.60460,1633.13683,7173.23098,11336.89336,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,34715.86142,166747.98350,14446.27912
5930549.66460345,1755255.91328747,1387,561,Residential 6A,6A,Residential 1 - 7,383.68278,6122.72099,23,0.00000,961.87156,4495.35520,8836.63466,16987.88761,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3213.66667,767777.19980,59340.28604,455223.56320
5930559.29977894,1750298.19036758,1388,31,Recreation 1,1,Recreation 1 - 4,423.27316,3938.16247,29,225.47821,1103.80300,2197.79119,7757.65698,10424.41674,0.00000,0.00000,0.00000,0.00000,0.00000,4.00000,42.33333,12865.04116,86184.99656,8091.55727
5930470.67397462,1757813.49081293,1389,541,Residential 4A,4A,Residential 1 - 7,725.46608,27615.38497,21,0.00000,1133.36364,4832.63829,8301.49871,12698.35700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,377.85238,123.97736,596.34325,73.19701
5930496.69786494,1754256.31829679,1390,541,Residential 4A,4A,Residential 1 - 7,676.95514,24928.36282,5,0.00000,259.73843,2649.03164,6808.57395,12285.63148,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,418315.07980,62116.20090,156641.27150
5930517.08308641,1756198.99683744,1391,109,Business 9,9,Business 1 - 12,453.16796,10911.13637,23,0.00000,520.20849,1411.02043,6265.72991,11654.57408,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5324.92945,62269.68988,20530.31160
5930424.42316988,1751965.05403564,1392,51,Residential 1,1,Residential 1 - 7,1053.70973,35060.09491,5,0.00000,0.00000,908.03184,2929.08613,5679.18422,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8.83730,1555.22494,39301.88030
5930435.26868605,1753451.76010266,1393,55,Residential 5,5,Residential 1 - 7,1087.30145,47744.61467,5,0.00000,1616.94631,5410.46972,12578.39828,20921.31096,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9777.53333,62227.27026,708974.65150,24994.57461
5930456.90073459,1754132.72620822,1394,541,Residential 4A,4A,Residential 1 - 7,727.51517,25703.16409,5,0.00000,641.30979,2304.87533,5923.96581,11352.35779,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.00000,424755.89340,146101.12550,40935.89707
5930474.1759158,1754632.18637215,1395,541,Residential 4A,4A,Residential 1 - 7,592.46143,16243.79014,5,0.00000,266.85306,3176.96727,8229.41433,15768.59328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,44662.23415,89890.71956,167615.81530
5930559.68659581,1752979.56860078,1396,32,Recreation 2,2,Recreation 1 - 4,148.96300,1083.92347,5,222.58550,812.74858,3370.66732,11098.48437,21018.50463,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,580.31421,494404.29060,44208.66571,145534.25110
5930502.76555587,1750222.41044776,1397,626,Area C: Standard Residential,C,Structure Plan Area,930.47998,20954.45228,29,133.08156,915.98246,4117.49426,6852.44203,12071.73069,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.33333,1078103.87300,81959.76981,35366.84586
5930508.37590771,1757539.87401564,1398,541,Residential 4A,4A,Residential 1 - 7,671.03111,19466.21156,21,192.19920,1807.65910,6285.90721,12505.51602,20735.45422,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,183300.47330,36050.80338,9164.46280,94670.37886
5930533.59955001,1752726.76232977,1399,55,Residential 5,5,Residential 1 - 7,363.75702,6090.51310,5,116.62812,442.10571,3628.62374,7001.20529,14835.57140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,976435.59460,140209.61480,102007.04150
5930382.65173273,1754421.36265888,1400,32,Recreation 2,2,Recreation 1 - 4,1268.56258,42436.32000,5,195.47177,813.67319,4956.93224,6462.86521,11636.68283,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1000.00000,695327.36730,55482.09289,134619.81500
5929861.4073878,1751756.87665626,1401,623,Area A: Mixed Environmental (Greenhithe),A(G),Structure Plan Area,4747.09276,631471.42141,12,0.00000,0.00000,494.57033,1960.42449,4712.80019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1135277.54900,121630.57240
5930317.44878889,1756404.28679271,1402,541,Residential 4A,4A,Residential 1 - 7,2141.52545,77666.53166,21,0.00000,560.91728,1517.99010,3611.67076,9117.77661,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.00000,55828.10179,34963.23865,201608.83530
5930453.21994552,1754498.64503751,1403,541,Residential 4A,4A,Residential 1 - 7,750.67776,25416.49297,5,0.00000,855.33469,3440.72897,7807.63591,11287.67145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,814.00000,198073.16570,36655.50301,7989.87528
5930484.42415152,1752731.52290733,1404,32,Recreation 2,2,Recreation 1 - 4,532.90055,8372.49879,5,116.62812,845.78238,2409.15936,7999.47269,14192.39503,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,876.00000,12269.22876,104043.12090,142171.94110
5930262.87562231,1750282.29009883,1405,31,Recreation 1,1,Recreation 1 - 4,3879.52721,132253.83243,29,175.15228,501.69053,3988.30360,8877.67088,22171.70517,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20295.99097,51207.19313,24338.11789
5930489.85575308,1749756.33292996,1406,31,Recreation 1,1,Recreation 1 - 4,185.73344,2064.81477,29,0.00000,0.00000,2590.53442,4047.95947,7571.88832,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.00000,0.00000,212.76895
5930404.86874175,1750134.38668737,1407,626,Area C: Standard Residential,C,Structure Plan Area,705.18495,18340.06983,29,0.00000,1909.72114,3814.64489,6622.09817,16517.46330,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,140.00000,39597.23205,74833.74007,169888.28870
5930422.67147053,1757583.30757438,1408,522,Residential 2B,2B,Residential 1 - 7,567.59359,10737.22337,21,192.19920,1741.30837,7213.85912,13515.45233,18194.80373,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,134764.25520,1164453.68000,180176.07950,6904.97240
5930404.60483093,1755314.84623279,1409,102,Business 2,2,Business 1 - 12,505.65401,16185.94160,23,181.96477,736.67035,3898.41273,8426.11296,15487.76855,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2068.00000,96129.08198,74938.37690,20740.82410
5930443.94918217,1750018.10119118,1410,31,Recreation 1,1,Recreation 1 - 4,344.41856,5014.65834,29,83.82437,1007.84840,4746.81018,8173.51286,10991.53324,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,10.66667,15768.15284,15254.83113,8572.11745
5930468.6262811,1757691.00202164,1411,101,Business 1,1,Business 1 - 12,74.07845,307.39150,21,0.00000,2154.44619,5557.06377,11154.01612,15952.26558,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,180955.66330,52829.32176,9580.10073,3423.80532
5930323.63398385,1750155.70878613,1412,626,Area C: Standard Residential,C,Structure Plan Area,1414.06001,24298.44830,29,336.97976,707.97989,4831.14221,9600.78192,16120.49110,0.00000,0.00000,0.00000,0.00000,0.00000,2.00000,4.00000,1015279.41100,68531.48095,16548.09412
5930303.4522424,1757419.94269283,1413,541,Residential 4A,4A,Residential 1 - 7,1024.56048,36848.73246,21,156.25796,1720.38767,4563.66111,14204.33098,27033.46659,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,19639.77248,9095.55784,9294.56301,197236.35720
5930342.52668928,1757609.52886062,1414,541,Residential 4A,4A,Residential 1 - 7,844.55891,26725.50284,21,184.00577,3094.19243,6352.88688,12737.32984,19940.36077,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,304934.63910,15481.62000,264629.35080,142643.24890
5930346.95284985,1753221.75925362,1415,55,Residential 5,5,Residential 1 - 7,704.25205,14652.69146,5,247.85359,1083.40992,3939.19928,10490.78550,17812.30810,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,876.66667,45454.22746,81450.90362,38215.93406
5930352.04584439,1753355.42985708,1416,34,Recreation 4,4,Recreation 1 - 4,582.29982,18259.65621,5,313.29584,1406.85992,6182.47163,8948.87169,17806.88739,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3798.66667,642237.61070,18054.42322,28388.29508
5930421.14849197,1757065.9299539,1417,541,Residential 4A,4A,Residential 1 - 7,219.56226,2911.87088,21,303.85582,1479.31666,3542.73335,7722.36348,13297.49039,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,160.49928,216302.29500,18634.35457,11677.77707
5930384.4745271,1757128.51455978,1418,541,Residential 4A,4A,Residential 1 - 7,291.65772,4469.30355,21,432.42506,1146.35800,4145.37992,5358.44173,18010.05256,0.00000,0.00000,0.00000,0.00000,0.00000,18.00000,7.82924,10084.93328,824.77328,27727.50827
5930403.56629753,1757337.43553591,1419,541,Residential 4A,4A,Residential 1 - 7,218.08162,2870.29823,21,189.68684,1392.25326,6503.24801,12892.77411,21777.63128,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,739.30867,50474.11302,83317.32996,12449.86410
5930322.7024555,1753080.0366602,1420,55,Residential 5,5,Residential 1 - 7,587.89267,14859.58821,5,195.22688,542.45148,3991.59902,9648.46168,16711.77166,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,440.00000,396391.15850,85620.44719,38698.84876
5930320.9262129,1756903.43300389,1421,541,Residential 4A,4A,Residential 1 - 7,661.82729,18804.08587,21,0.00000,1424.97219,2839.19085,6847.46691,17830.93457,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,354.19837,116292.14060,25385.51584,203404.89030
5930402.37795188,1750012.84881257,1422,626,Area C: Standard Residential,C,Structure Plan Area,232.20950,2864.32668,29,83.82437,1431.53511,4493.07304,7294.81513,9810.76112,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,55.33333,15768.15284,14530.75370,1281.81265
5930340.73582352,1757742.86157954,1423,541,Residential 4A,4A,Residential 1 - 7,353.79546,4529.82753,21,98.77447,2143.96273,4045.11377,8997.02049,18057.11627,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1485.95266,4416.83310,142739.47670,38664.53635
5930345.43910461,1754848.2798999,1424,32,Recreation 2,2,Recreation 1 - 4,438.18449,9157.56374,5,0.00000,890.70003,3494.18921,7101.56819,16228.52644,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,735.00000,533141.19210,281934.92010,190219.47790
5930309.07750508,1753297.1828725,1425,32,Recreation 2,2,Recreation 1 - 4,664.14814,4807.59849,5,323.97079,1310.14455,4385.97081,10782.56613,17219.91459,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,347.13333,64633.43628,439081.59530,23870.30850
5930323.90275645,1750153.59160677,1426,626,Area C: Standard Residential,C,Structure Plan Area,401.58489,9064.63030,29,161.82748,1825.32985,3933.43663,9420.67698,12983.59237,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,82.33333,12060.50072,55350.69786,13437.96521
5930345.44324335,1757089.7391242,1427,541,Residential 4A,4A,Residential 1 - 7,318.67449,4188.09485,21,374.57944,1656.92431,4144.27833,7796.60172,15217.90139,0.00000,0.00000,0.00000,0.00000,0.00000,10.00000,1258.83068,10084.93328,20218.44107,18656.46087
5930293.91024824,1747789.29499919,1428,51,Residential 1,1,Residential 1 - 7,1085.28123,36636.28772,13,0.00000,678.38952,678.38952,2052.41162,3042.81930,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.23810,7902.00000
5930336.22237161,1757270.67698641,1429,541,Residential 4A,4A,Residential 1 - 7,337.15771,5651.83500,21,314.47933,2163.53092,4121.05853,12077.49376,21199.21136,0.00000,0.00000,0.00000,0.00000,0.00000,10.00000,5345.28378,3934.10478,33573.46165,65887.19228
5930257.86754971,1749964.61570999,1430,625,Area B: Large Lot Residential (Greenhithe),B(G),Structure Plan Area,907.67061,27063.20087,29,178.30453,1914.23124,3914.92076,8873.81201,16329.79726,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,85.66667,910.14441,50421.98918,19112.36108
5930348.55377985,1757209.52337191,1431,541,Residential 4A,4A,Residential 1 - 7,159.46989,1615.71710,21,302.05700,2408.89133,3945.32068,9831.20856,19864.01590,0.00000,0.00000,0.00000,0.00000,0.00000,16.00000,5360.56598,10055.00179,9240.07642,28756.08367
5930273.76503323,1745993.08683305,1432,31,Recreation 1,1,Recreation 1 - 4,897.43575,8202.46688,9,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5930154.42534011,1756497.69981876,1433,541,Residential 4A,4A,Residential 1 - 7,3515.64806,145376.95665,21,0.00000,876.47341,2387.49787,6711.13808,10491.95502,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8.00000,39997.63138,97535.05374,66943.42380
5930232.19738642,1754754.05069074,1434,541,Residential 4A,4A,Residential 1 - 7,845.98844,17632.19306,5,0.00000,1528.27865,3088.90736,7362.35356,13782.04115,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1790.00000,417336.42100,24189.77661,109215.16650
5930202.20357709,1755783.34972111,1435,541,Residential 4A,4A,Residential 1 - 7,966.71354,40082.47925,23,0.00000,610.20864,2593.95334,6765.09872,14010.41681,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,189598.52390,46994.34507,57262.35501
5930264.85938218,1753992.05862654,1436,541,Residential 4A,4A,Residential 1 - 7,892.39835,39382.02041,5,168.31566,168.31566,1158.83608,5508.49037,16696.48922,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,116280.17930,333467.48820,159781.02630
5930276.82210443,1751074.82039576,1437,623,Area A: Mixed Environmental (Greenhithe),A(G),Structure Plan Area,722.91118,14158.51668,29,0.00000,0.00000,1518.07888,4999.37340,9323.12274,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30984.00000,1076430.64600,63924.80713
5930199.22639048,1754227.09012275,1438,541,Residential 4A,4A,Residential 1 - 7,1281.59359,56692.53429,5,0.00000,372.26281,3544.46670,10085.66958,17529.33143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,487759.05810,113576.53390,106486.06730
5930264.98569848,1754683.44116646,1439,32,Recreation 2,2,Recreation 1 - 4,515.75119,14281.05772,5,142.18704,1509.98286,5151.52247,5943.28701,13081.25766,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1323.66667,452656.71660,4195.56647,153336.20140
5930300.74840399,1757771.83068396,1440,32,Recreation 2,2,Recreation 1 - 4,350.66948,4289.27384,21,98.77447,2239.16400,3632.94516,8575.53527,15715.29987,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,117116.53390,299.24062,60076.42140,24149.24108
5930313.67904511,1755317.47678035,1441,32,Recreation 2,2,Recreation 1 - 4,182.76128,1977.96602,23,297.74366,531.19227,2604.52529,8864.95728,17341.14363,0.00000,0.00000,0.00000,0.00000,0.00000,4.00000,855.00000,224292.05690,548177.45830,87833.81585
5930295.86610834,1755262.40844824,1442,101,Business 1,1,Business 1 - 12,249.30129,3243.24215,23,314.67719,556.17066,3762.02863,8043.62101,15230.01576,0.00000,0.00000,0.00000,0.00000,0.00000,4.00000,855.00000,747230.98230,467982.14830,81801.21787
5930271.16790845,1752409.9638004,1443,831,Rural 3A,3A,Rural 1 - 4,524.07987,13780.59223,5,0.00000,335.05463,1484.28366,3639.63157,10657.73112,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,10873.81770,81771.51214,64182.05002
5930285.23924505,1754429.04711033,1444,541,Residential 4A,4A,Residential 1 - 7,524.87423,10982.84317,5,378.51189,719.93632,4126.20397,6906.67203,14302.56095,0.00000,0.00000,0.00000,0.00000,0.00000,2.00000,582.00000,239585.07610,70412.15392,333430.71880
5930296.43825768,1757069.88129021,1445,541,Residential 4A,4A,Residential 1 - 7,246.88389,3674.49196,21,105.77098,1523.88985,4390.75962,8705.38295,14160.24490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1024.58707,10084.93328,70326.32781,22895.93902
5930236.74357148,1754955.78075112,1446,541,Residential 4A,4A,Residential 1 - 7,745.24210,14629.27150,5,0.00000,879.25035,2891.33496,7916.98081,14066.30777,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2848.00000,570543.95860,128442.70850,139438.73540
5930268.54258842,1753604.01915793,1447,55,Residential 5,5,Residential 1 - 7,316.83539,6888.26175,5,0.00000,1481.10576,4109.05081,9197.41844,13455.20630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9222.33333,70634.51202,36292.57933,44366.36450
5930290.36948816,1755906.85085973,1448,101,Business 1,1,Business 1 - 12,155.97207,1428.98586,23,0.00000,898.71327,1967.02426,6269.49517,12495.23323,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,134653.09790,77804.32588,82332.46780
5930185.8282856,1757283.49835983,1449,541,Residential 4A,4A,Residential 1 - 7,914.37835,33341.33544,21,0.00000,1544.29839,4968.03226,13342.36559,22388.32852,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,17015.89661,19556.44884,19148.97293,8442.80071
5930265.92994621,1753449.02878772,1450,32,Recreation 2,2,Recreation 1 - 4,466.84294,4961.81449,5,106.65087,1939.69803,4214.97613,8493.23947,14899.13217,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6311.73333,99215.43068,83391.20696,162654.10650
5930235.33225581,1750537.90505575,1451,31,Recreation 1,1,Recreation 1 - 4,1355.76772,10807.00768,29,0.00000,679.94637,3872.67618,10315.81710,21128.06570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,98.00000,23050.35852,123107.78780,90239.25750
5930253.39182185,1747996.75690736,1452,82,Rural 2,2,Rural 1 - 4,352.06459,3176.45881,13,0.00000,645.43522,1235.88248,1235.88248,2148.14742,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000
5930253.00206803,1753333.87926726,1453,55,Residential 5,5,Residential 1 - 7,356.75988,4810.19747,5,429.73682,1336.64355,5091.57647,9433.96184,14786.77995,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,847.20000,56302.04061,42247.55999,88379.25884
5930265.72096593,1757351.54515214,1454,34,Recreation 4,4,Recreation 1 - 4,311.18892,2229.71855,21,156.25796,1576.17718,6408.27347,12961.48682,25616.61253,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9304.17163,33527.58576,14057.62869,168618.27920
5930171.49605125,1747890.34672084,1455,51,Residential 1,1,Residential 1 - 7,871.57438,46148.37218,13,0.00000,570.20285,997.39571,1654.54737,2620.52906,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,6.23810,6.02381
5930193.54558442,1753243.81325621,1456,55,Residential 5,5,Residential 1 - 7,749.52810,24531.63771,5,0.00000,777.04710,4160.87358,8408.64370,17542.82996,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,958992.37770,397583.00490,267364.93010
5930200.29733829,1755289.84354592,1457,541,Residential 4A,4A,Residential 1 - 7,606.12872,11969.33066,23,198.89830,782.48696,3653.44896,9451.70961,14246.12716,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1552.00000,47657.38890,136770.46980,22356.96482
5930259.73395972,1750630.82718423,1458,627,Area D: Varied Residential,D,Structure Plan Area,751.31807,13330.02353,29,180.45421,1242.48810,3386.61618,6751.47413,16711.80206,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,286.00000,40023.21459,14418.47583,33554.07391
5930235.39966655,1753494.16333208,1459,55,Residential 5,5,Residential 1 - 7,399.68113,9313.60594,5,106.65087,2043.23020,4369.97982,7158.66499,16296.36149,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11300.20000,99215.43068,43515.20518,189277.33240
5930028.38763348,1752741.63320177,1460,82,Rural 2,2,Rural 1 - 4,2815.14565,159773.04188,5,0.00000,360.23545,1871.79547,4017.20338,8371.76207,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,46452.00000,14698.74605,147131.23170
5930108.74199153,1755904.86561992,1461,541,Residential 4A,4A,Residential 1 - 7,1487.09784,52960.08663,23,0.00000,1615.67628,2018.19636,4838.01683,11974.30524,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,61.00000,71306.21198,102144.53200,80563.17371
5930239.0948605,1753029.69885104,1462,32,Recreation 2,2,Recreation 1 - 4,288.34049,4568.87077,5,195.22688,195.22688,2799.24834,8373.69822,16442.54318,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,415871.79230,27834.22670,181157.28020
5930232.27444626,1757674.55887606,1463,541,Residential 4A,4A,Residential 1 - 7,360.16898,7611.42651,21,144.57381,1647.09486,5760.21878,10715.04230,15027.52926,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,237.73408,31286.47340,7848.08737,1764.61767
5930100.95174689,1755332.00616796,1464,561,Residential 6A,6A,Residential 1 - 7,1270.62871,44813.68888,23,0.00000,1756.08214,3754.28990,5775.07217,11034.91287,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,307.66667,998399.82300,373936.73670,8618.61776
5930264.88153617,1749828.12111194,1465,32,Recreation 2,2,Recreation 1 - 4,117.51189,783.14505,29,116.58770,745.29245,2200.66280,5691.87297,10903.46218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,57.42803,12205.13475,1726.84719
5930219.25583923,1755998.35228922,1466,32,Recreation 2,2,Recreation 1 - 4,340.71263,5249.90772,23,0.00000,521.37978,2559.15159,5472.11438,12863.03698,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,56822.50776,9500.34085,66823.74810
5930226.92860137,1752702.61727019,1467,541,Residential 4A,4A,Residential 1 - 7,260.75018,4147.88653,5,199.29817,199.29817,1700.01510,5193.37266,10669.93355,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,19487.22379,262306.52210,563629.40720
5930199.73111807,1757739.09114044,1468,541,Residential 4A,4A,Residential 1 - 7,401.68487,6979.20830,21,300.40427,1871.73829,4896.08649,9745.52035,16309.54053,0.00000,0.00000,0.00000,0.00000,0.00000,2.00000,237.73408,28002.33190,6513.48415,82494.20794
5930234.62116914,1754618.32490733,1469,541,Residential 4A,4A,Residential 1 - 7,217.43592,2387.58263,5,142.18704,1009.67502,4392.74765,6509.40463,12768.44857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,655.66667,278879.45640,43660.52476,70019.68050
5930248.35682015,1757545.38947947,1470,32,Recreation 2,2,Recreation 1 - 4,89.51863,126.86165,21,184.00577,2114.99159,6610.81810,12274.50982,22074.37863,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,71745.31761,15515.25048,346067.40290,114877.52560
5930149.00037481,1757592.69951702,1471,541,Residential 4A,4A,Residential 1 - 7,628.16488,19500.02890,21,0.00000,2201.67710,6871.65938,12019.92376,20216.83306,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,343454.50960,1171858.83000,8257.15779,107977.93920
5930207.94644789,1750717.82964302,1472,627,Area D: Varied Residential,D,Structure Plan Area,451.75971,9294.31469,29,180.45421,1164.28133,4635.34919,6064.37670,9690.05233,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11.00000,65582.61886,146388.22910,4142.16734
5930161.4633324,1753611.45689418,1473,55,Residential 5,5,Residential 1 - 7,900.85014,26312.76789,5,166.77698,1262.80914,3363.99084,7885.87580,14358.27262,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6326.46667,369042.51580,141249.65310,41135.19995
5930212.49543167,1749853.65836324,1474,625,Area B: Large Lot Residential (Greenhithe),B(G),Structure Plan Area,233.81474,2993.25609,29,296.95504,576.12042,2227.83121,8578.68378,13965.70822,0.00000,0.00000,0.00000,0.00000,0.00000,4.00000,0.00000,57.42803,16593.40227,32197.78891
5930220.98306286,1756421.9782134,1475,32,Recreation 2,2,Recreation 1 - 4,303.30274,2273.40568,21,0.00000,349.00322,1870.22590,4716.74440,11011.02009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,130216.19570,88643.39061,100061.05610
5930133.32997494,1756941.94498863,1476,541,Residential 4A,4A,Residential 1 - 7,1177.24537,52813.89267,21,0.00000,1399.98969,4478.05596,11528.56987,16918.06898,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2941.31795,164633.31800,103274.55720,34406.77135
